CaseOrder,tenure
4265,10.40415
1164,8.634921784
1585,5.970269701
6152,44.75964
9721,46.84079
5838,57.44027
5262,70.54256
5240,66.08159
7914,51.39351
9163,56.37162
1599,5.78844751
7183,64.26003
301,4.439685675
9661,64.17582
6948,69.03568
3795,2.002856
4573,4.899337
4336,13.19063
2859,14.40435
5695,63.15946
3143,12.03278
1360,29.70527547
4534,7.957264
9750,71.58111
5688,70.30403
487,3.820262172
7837,64.28134
9555,66.4055
5901,71.82846
8117,63.71108
7363,68.80222
1153,14.87120712
5383,45.84265
9742,60.45443
5425,64.61766
8808,62.23897
5187,44.25204
8410,45.96907
6190,62.58644
9703,68.32444
8270,52.64455
5315,60.11333
9904,66.46085
666,1.846161288
3354,11.85169
8852,58.51928
8062,57.7475
643,14.02310297
9243,52.56232
177,8.850426839
6432,60.22359
9911,57.24323
3439,11.36757
787,12.96208301
6392,63.28097
9066,63.59084
9928,61.91109
3203,3.83138
4804,14.45396
7836,58.12044
7941,69.27282
92,13.85488928
5763,70.97645
9028,69.39129
9505,65.19899
8238,44.72241
1972,10.98841039
2906,13.09678
531,2.447649309
3636,3.443373
997,4.06047424
5853,40.76616
4227,3.817742
5617,51.58472
2313,6.816014
2155,15.51194
5318,61.96895
1428,4.672608309
8631,64.85756
6033,68.93162
4416,3.985217
8819,47.60481
3086,7.733033
7799,54.41951
9154,65.52
8210,41.93978
9574,61.32712
9535,58.20259
496,8.573785357
3750,8.980916
2322,7.458099
4268,7.218929
3406,4.116596
152,14.53027663
7370,67.87033
695,28.93788212
4418,21.52164
5698,71.4064
1739,14.93006551
3002,2.258878
168,8.044444101
6112,56.42112
4623,3.27379
2866,5.602813
8545,57.0815
4703,11.739
2884,14.89363
3032,13.36539
8184,64.11367
8981,65.09085
8529,56.75264
5682,57.49365
7210,69.62423
5992,47.94402
2277,6.542299
7133,69.46066
5706,70.22928
7999,67.72471
5293,64.56659
4305,4.661936
7446,67.19921
429,18.46162568
7069,71.19605
6365,71.1184
4216,5.540815
427,11.69875604
2224,10.57654
101,14.46288204
9245,70.48211
3308,2.443144
2763,18.2103
5858,68.14379
4739,4.731685
7093,41.71275
9633,46.43864
3287,22.25056
7713,59.71984
7869,36.88134
6068,60.03811
9236,53.80104
3578,24.84802
1466,2.180613468
7676,61.73523
2235,2.649474
1745,7.772523197
9755,65.71379
6095,58.62812
8782,61.46188
9402,71.10143
8372,57.4079
5028,55.87684
9235,66.03306
3945,4.008932
6863,50.87987
5351,61.18595
9423,49.37752
2122,27.98865
4973,8.802664
8577,41.09672
3785,9.345696
6873,69.13848
917,12.91213895
9395,63.28819
7253,60.7425
8013,68.78508
5822,62.32519
4404,8.547698
4864,12.9765
8516,65.91489
5423,53.17302
7734,61.12405
1204,9.676963031
3769,11.70988
5358,68.72852
3853,9.738632
1927,7.918255804
3115,1.304537
2642,10.00949
7640,65.25844
7361,42.64646
8183,56.03541
7611,57.37651
2729,2.945436
9598,60.30933
4986,19.9897
6847,57.72932
7699,71.37419
4013,13.79595
2627,5.150963
7239,55.98127
8256,60.97619
9566,61.00345
806,13.55218661
4635,12.65954
5248,59.99095
5567,61.22216
5740,64.98806
5144,66.45525
8266,48.9954
4460,16.77025
1243,15.16346403
6946,57.85206
5741,60.32779
5326,67.24986
548,14.96135055
3023,13.90887
5762,57.13921
4032,17.31427
27,10.40566091
4953,4.73307
5153,60.28236
2509,27.4563
1434,2.256763731
2583,22.34478
1303,21.16641251
5813,50.98192
7350,44.92225
5282,59.51347
6115,67.99357
1222,15.82334026
7436,43.63637
2549,9.470798
751,20.07541432
438,5.505247606
4372,14.34892
4449,6.736871
2848,5.448172
1174,9.378558244
7496,64.30983
2700,10.55294
9889,63.19406
9507,64.94288
6396,51.60111
2482,7.42363
5457,69.51253
8445,61.2082
2707,1.387769
4662,8.873645
327,22.8577804
1040,13.08606275
2638,23.9038
5023,68.7729
2500,2.301772
1005,9.188837964
2862,9.693608
3234,8.664975
1871,10.86852566
4246,17.13675
6928,68.06711
8386,53.15277
535,2.359067126
9828,61.10676
7149,53.02997
7366,44.04708
586,9.232644617
9915,60.03004
3036,3.101413
4429,12.44495
4090,3.033303
1704,7.441432103
4296,19.48354
5720,71.7712
492,10.06913982
6900,69.30597
4354,6.463724
2837,7.606099
2267,7.667371
7719,59.3332
9524,59.98562
8023,52.66362
4708,18.75702
9844,56.01484
2901,11.26136
9619,71.28275
2945,10.3362
1917,4.385448215
3186,16.27138
8627,61.24745
9435,64.93663
7256,57.50632
4247,1.741247
8616,57.42888
5147,62.70697
8566,61.09569
2519,17.91527
398,9.797427154
1318,9.22316707
4561,12.09048
122,4.799514433
2450,13.46686
8856,62.5567
8109,62.58001
1567,11.45756486
1985,6.12261616
4334,12.70316
7911,52.36016
9287,48.66437
3919,9.197686
2174,7.535729
3284,14.66848
8496,70.99524
8585,52.30473
2334,1.589535
574,8.274610767
3661,1.295137
9076,67.88936
982,6.721823696
9371,69.25128
1408,17.01228541
536,6.811759674
4316,1.865935
4599,7.721518
8623,61.21945
8759,64.25291
1435,1.915736733
6995,48.91992
2580,18.32904
9404,61.68555
3270,29.19298
9554,68.03445
3839,2.771756
1868,14.45556293
1455,10.11687657
1787,7.351090778
9913,69.6182
7096,64.21579
2522,9.303687
4440,4.849803
1821,12.92578188
5616,60.5779
2930,21.53238
52,7.338869531
4727,12.2982
5717,55.38418
5466,50.90725
470,8.001673351
2630,13.81972
6514,54.26219
7468,50.80222
3946,25.43212
6205,47.67411
4263,3.160399
1859,8.703568707
9533,69.60264
866,1.901532614
6391,67.89706
7213,65.80077
4922,25.07759
8102,58.2471
4793,9.553951
8855,71.53606
6251,50.47035
5937,71.16283
426,7.218752772
189,5.587484456
5630,54.2897
4360,9.975367
229,5.071456681
7758,68.12367
7678,49.20927
2742,7.193929
1042,1.415346194
4076,2.558218
9141,64.20102
6119,63.41331
6903,67.70921
472,14.68600159
2922,10.16511
1906,6.044266101
8877,59.47229
802,4.612099351
1488,11.44196811
8442,66.74044
228,9.004964377
7891,64.12593
1129,6.19002424
5071,66.95875
9167,63.86178
2209,7.394788
7994,71.805
9843,46.0622
6560,63.29423
9922,65.21231
3154,7.930205
4442,1.081032
7506,66.85534
8958,51.77932
6216,56.7422
9599,61.52544
2145,1.375567
7412,69.37716
8930,42.47353
2375,23.16242
2578,5.525134
1633,1.609325308
4833,9.389007
2299,9.487121
5034,64.01205
157,7.983887266
8047,70.99802
6707,57.86914
3350,15.45104
2880,11.52687
3414,5.879094
7769,68.67008
4190,5.648594
9611,64.05212
9735,44.42372
7252,67.19853
7614,68.78714
6920,68.13863
9682,46.24636
9672,54.64758
4795,2.628926
5655,50.58158
2496,16.87028
7305,62.64968
2373,14.59541
4092,11.88029
9472,64.04466
3462,7.621099
7007,65.58524
5392,67.94385
7173,46.41276
5697,70.70015
5665,54.8774
4504,5.141927
2551,9.05316
4716,9.260977
848,1.078815111
3345,3.707186
939,15.90065569
4826,5.156634
9694,52.58164
8864,61.18471
8611,57.54686
5355,54.60704
5478,68.1383
9724,48.98892
757,19.9441873
4751,13.89557
2645,1.200106
4163,11.25684
8649,70.89862
3166,6.894406
6498,63.66597
5988,57.16208
3874,9.621889
7752,57.47194
6524,60.09896
3419,5.360993
9905,60.04825
2062,13.63369
550,2.519975147
4454,19.22796
2813,18.7404
8778,62.52045
8996,54.30563
2550,2.476217
6070,68.2985
3170,9.910534
7055,70.42655
4829,23.63005
9571,71.24412
1260,5.174032539
8713,66.00509
3662,14.70737
7923,43.18866
1025,18.33393114
4966,8.05975
753,14.08292576
3943,2.086344
3711,4.226363
9961,54.1338
1952,1.00025934
6315,48.25774
352,9.001231999
1512,2.60003549
4830,6.42531
9617,51.4383
3747,5.962119
5800,65.87412
702,16.66441267
3694,1.866832
4615,2.987316
7214,56.37128
562,4.902104964
2319,12.21802
3099,10.59517
4839,2.429677
3151,10.16083
5609,39.61469
4300,9.517804
4619,9.613541
4075,14.87243
3995,17.30249
6374,66.41154
6168,68.87727
1048,7.904120653
2940,7.129721
1809,2.92969581
3167,7.994351
415,5.254442453
1341,2.834098048
9372,47.04565
7741,66.81169
5061,69.03413
4634,5.924783
4610,8.824037
7367,44.60874
1470,2.934758008
1711,7.753271168
6271,59.55192
8733,60.98321
2272,2.977062
1584,18.55974516
1413,2.495010749
4112,15.82734
7653,59.84496
6694,64.33211
1723,2.699998442
2025,10.47338
2213,20.43585
1508,6.7464384
2623,8.473966
5291,48.80775
9129,62.46483
1322,2.456217972
843,17.37839741
1147,17.35804942
3625,13.57249
4281,8.06514
9011,62.42321
8987,58.72004
4682,1.556238
464,13.44056701
1755,7.860641328
3937,20.44277
7934,51.04299
9461,57.25068
4402,4.908846
4701,4.581601
8992,44.47907
379,4.801969514
3107,2.290777
8216,63.79124
1336,22.57289049
1224,5.396647294
3849,2.719751
2717,16.21818
6838,60.64795
2953,6.611955
1351,10.55505829
1083,2.871446409
6454,68.17558
1812,1.884992328
4122,17.25428
1352,19.43267321
7818,65.86516
8797,68.59726
1895,4.510537408
6640,57.0263
566,1.387575524
3904,1.940789
7101,54.23845
3674,2.277916
4367,11.07238
7546,53.42523
1213,9.38712707
1190,1.87055247
3956,2.09202
899,4.709035899
4787,21.39532
8093,50.53589
